HIDRoot12	MorexRoot12	HIDRoot11	RumRhizo12	RumRoot11	MorexRoot11	RumRoot10	HIDRhizo12	MorexRhizo10	HIDRhizo11	RumRhizo10	HIDRoot10	Bulk10	MorexRhizo11	MorexRhizo12	HIDRhizo10	MorexRoot10	RumRhizo11	RumRoot12	Bulk11	Bulk12	MorexRhizo20	RumRhizo21	RumRoot22	MorexRhizo22	RumRhizo20	MorexRhizo23	HIDRhizo21	MorexRoot23	MorexRoot20	Bulk23	Bulk20	RumRoot20	HIDRoot20	Bulk22	MorexRoot22	HIDRhizo22	HIDRoot21	HIDRoot22	RumRhizo22	RumRoot21	HIDRhizo20
OTU881	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU255	0	3	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	4	3	0	0	5	0	1	0	0	2	0	2
OTU1205	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU688	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU1070	0	0	0	3	0	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	2	0	1	0	1	1	1	2	0
OTU719	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU504	1	0	1	1	1	0	1	2	1	0	0	2	1	1	0	3	1	1	0	1	6	0	1	0	0	0	1	0	0	0	7	7	0	0	6	0	1	1	0	0	0	1
OTU797	2	0	1	0	0	1	0	2	0	0	0	1	4	1	1	0	0	1	0	3	0	0	1	0	1	3	0	0	0	0	7	9	0	0	2	0	0	0	0	0	0	3
OTU1168	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	2	1	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1
OTU179	0	0	0	2	0	0	1	2	1	1	0	0	1	0	0	0	0	0	0	1	0	3	3	0	1	3	2	2	0	0	5	8	0	1	6	0	0	0	0	0	0	2
OTU1269	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU376	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	1	2	4	0	1	6	0	0	0	0	3	0	3
OTU581	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	1	1	0	1	0	0	0	0	2	4	4	0	0	10	0	0	1	0	0	0	1
OTU313	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	4	5	0	0	11	0	0	0	0	0	0	0
OTU413	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	4	0	0	1	0	1	0	0	0	0	0
OTU1149	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU415	1	0	0	1	0	0	0	1	0	0	1	0	0	2	0	0	1	0	0	0	0	3	1	0	1	1	1	1	1	0	0	3	0	0	2	0	0	0	1	0	0	1
OTU276	0	0	0	1	0	0	0	0	1	0	3	0	0	0	3	3	1	1	0	1	4	3	3	0	2	2	1	1	0	0	21	27	0	0	12	0	1	0	1	0	0	2
OTU622	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1
OTU447	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	1	0	0	0	1	1	0	3	0
OTU450	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0
OTU1320	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0
OTU995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU541	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0
OTU1332	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU1153	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU221	0	0	0	3	1	0	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	1	1	0	0	1	2	1	0	2	1	5	0	0	7	0	0	2	0	0	0	1
OTU539	0	0	0	0	1	0	0	1	1	2	0	1	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	4	3	0	0	3	0	2	1	0	1	0	0
OTU558	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	2	0	2	0	0	2	3	0	0	3	0	0	0	0	0	0	2
OTU613	1	0	2	1	1	5	2	0	1	4	2	3	4	3	0	1	1	0	0	1	2	4	1	0	2	0	1	2	0	1	1	6	0	0	6	0	0	0	0	0	0	2
OTU229	0	1	0	1	0	1	0	1	1	1	1	0	0	0	2	1	0	1	0	1	1	1	1	0	0	4	0	7	0	0	3	9	0	1	13	0	2	0	0	0	0	2
OTU92	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	2	0	0	0	3	0	1	3	2	2	3	0	1	10	25	0	1	18	0	0	2	3	0	0	4
OTU186	0	0	0	3	1	0	1	3	0	6	1	5	1	0	1	1	1	0	0	1	1	6	1	0	2	2	1	1	0	2	7	9	0	1	10	0	1	0	0	1	0	3
OTU84	2	0	0	0	0	1	1	0	1	0	0	0	0	2	0	1	1	0	0	1	0	0	1	7	1	0	0	0	12	42	0	1	17	0	0	3	0	1	3	0	0	0
OTU636	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	1	0	0	1	0	0	1	0	0	0	0
OTU445	0	0	0	2	0	0	0	1	0	0	0	1	1	0	2	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	5	0	0	0	0	0	0	2
OTU336	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	2	0	0	0	2	0	3	0	0	0	0	4	0	0	5	0	0	0	0	1	0	0
OTU671	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0
OTU306	1	0	0	0	1	1	2	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	3	2	0	0	5	0	0	0	0	0	0	0
OTU1179	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU166	0	0	0	2	0	1	0	1	1	0	0	0	1	1	1	0	2	2	0	0	0	1	0	0	1	1	0	0	0	0	13	3	0	0	7	0	0	0	1	0	0	0
OTU1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU948	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU508	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU507	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	4	1	0	1	0	0	2	4	0	1	7	0	0	0	0	0	0	0
OTU879	0	0	1	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	2	3	0	0	2	0	0	0	0	0	0	1
OTU735	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0
OTU868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU604	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1176	0	0	0	0	0	0	1	0	0	1	1	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU1180	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU968	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU909	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU862	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0
OTU724	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
OTU226	1	0	0	0	0	1	1	1	0	0	1	3	0	0	1	3	1	2	0	0	0	2	1	3	1	0	0	0	0	2	1	0	1	0	1	0	1	0	2	0	0	1
OTU705	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	0	0	2	0	1	0	0	0	0	1
OTU263	0	1	2	0	2	2	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	2	0	1	0	0	0	1	8	0	0	1	0	0	2	0	2	0	0	1	0
OTU274	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	4	1	0	0	0	8	7	0	0	7	1	0	0	0	0	0	2
OTU1361	1	0	0	1	0	0	1	2	0	1	0	1	0	0	0	0	2	1	1	5	0	2	0	0	3	0	0	3	0	1	2	4	0	0	8	1	0	0	0	1	0	5
OTU656	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1362	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	1	3	0	1	11	2	0	0	0	0	0	2
OTU1249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1066	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU557	0	0	0	1	0	0	0	0	2	1	0	0	0	0	2	0	1	1	0	0	0	2	0	0	1	2	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU1019	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU550	0	1	0	0	2	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU278	2	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	8	3	1	0	2	0	0	0	1	8	21	0	0	3	0	0	0	0	1	0	0
OTU593	2	0	1	2	0	0	0	2	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	2	0	0	0
OTU902	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU768	0	0	0	3	0	0	0	0	1	0	1	0	0	0	1	3	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0	0
OTU824	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU717	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	2
OTU1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1000	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1109	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU605	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0
OTU788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU298	0	0	0	2	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	3	7	0	0	2	0	4	10	0	0	1	5	1	2	1	2	4	0	5	1
OTU261	0	1	1	5	0	1	0	2	1	0	0	1	2	0	0	3	0	0	0	4	1	0	2	1	0	3	0	0	0	0	6	11	0	0	2	0	0	0	0	0	0	0
OTU943	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU440	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1
OTU950	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU552	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	5	0	1	0
OTU707	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU547	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU213	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	1	3	5	1	0	1	6	1	2	0	1	1	3	0	0	2	0	1	0	0	2	0	3
OTU1237	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU1336	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU479	1	0	1	4	0	0	0	3	1	1	0	0	0	0	0	1	1	0	0	0	0	2	1	0	1	2	2	1	0	0	5	8	0	0	6	0	0	1	0	0	0	0
OTU492	0	0	0	0	0	0	0	0	0	2	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	4	2	0	0	2	1	0	0	0	0	0	0
OTU798	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	2	3	0	0	2	0	0	0	0	0	0	0
OTU317	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	3	0	1	0	0	2	1	0	0	2	1	2	0	0	0	5	11	0	0	7	0	0	0	0	1	0	3
OTU548	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
OTU1145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	3	0	0	0	0	0	1	0	0	2	4	0	0	4	0	0	0	0	0	0	0
OTU1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU741	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU477	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU152	0	0	1	1	0	0	0	1	0	4	0	0	0	1	0	1	0	0	0	1	0	0	2	0	3	0	0	2	0	1	2	8	0	0	17	0	2	0	0	0	0	2
OTU1338	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU802	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU1157	0	2	1	0	2	0	4	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	1	1	0	0	3	0	0	0	0	0	0	0	0
OTU237	0	1	0	2	0	0	0	0	0	3	1	1	0	1	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1	3	3	0	1	2	0	1	0	0	0	2	3
OTU490	0	0	2	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	2	0	0	1	0	0	0	0	0	0	0
OTU746	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	2
OTU610	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU362	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	1	0	0	2	0	0	1	0	0	1	0	0	0	0	5	2	0	0	4	0	0	0	0	0	1	0
OTU859	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	2	0	2	0	0	1
OTU958	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU361	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	0	0	0	0	3	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1
OTU524	1	0	0	0	1	0	2	1	1	0	0	3	1	0	0	0	0	1	0	0	0	0	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	2
OTU555	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	18	2	27	0	12	3	20	0	0	7	1	0	10	12	20	15	7	11	2
OTU736	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
OTU855	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0
OTU1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
OTU428	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	1	1	0	0	1	1	2	1	0	0	0	0	0	0	7	0	0	1	1
OTU1378	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	1	0	0
OTU332	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	4	3	0	0	3	0	0	0	0	0	0	0
OTU976	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU743	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
OTU322	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	1	1	1	0	0	0	4	2	0	0	1	2	0	3	0	13	14	0	1	17	0	0	0	0	1	0	2
OTU726	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0
OTU392	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0	0	0
OTU378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	3	0	0	6	0	0	0	0	0	0	1
OTU924	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU1105	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	1	0	0
OTU1115	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU888	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU219	0	1	3	1	2	0	0	3	0	0	1	2	0	1	1	2	1	0	0	0	0	2	0	0	0	1	1	5	0	1	5	5	0	1	8	0	0	0	0	1	0	3
OTU564	0	0	0	0	0	0	1	2	1	0	0	1	0	0	0	1	0	1	0	0	0	2	3	0	1	1	0	0	0	0	10	14	0	1	14	0	0	0	0	0	0	1
OTU1150	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	3	0	0	2	0	0	0	0	2	0	0
OTU1177	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	3	0	1	0	1	0	0	0	4	9	0	0	8	0	0	1	0	0	0	1
OTU1108	1	0	0	1	0	0	1	2	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0
OTU374	0	1	0	0	0	0	4	0	0	1	0	0	0	1	0	1	0	0	1	0	0	3	6	1	0	0	1	0	1	0	10	2	0	0	9	2	0	2	0	0	1	2
OTU1163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
OTU283	0	0	2	1	1	0	2	3	0	3	0	0	2	0	1	8	0	0	0	1	1	11	4	0	1	2	3	3	1	3	10	27	1	3	13	0	0	0	1	0	0	2
OTU1276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU271	0	1	0	1	0	4	1	2	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	1	3	0	0	3	0	0	0	0	1	0	0
OTU1021	1	1	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	1	3	0	0	0	4	0	1	0	1	0	8	0	0	1	0	0
OTU904	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0
OTU1203	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU785	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU270	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	2	0	0	6	0	0	0	0	0	0	1
OTU1192	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU992	3	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	4	1	0	0	2	1	0	0	2	0	0	1	0	0	1	0	1	0	0	0	0	1
OTU1202	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
OTU395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	3	0	1	0	0	0	0	0
OTU609	0	0	0	3	1	1	1	2	0	1	0	0	1	0	1	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	5	1	0	0	4	0	2	1	0	0	0	1
OTU467	2	0	0	3	0	0	1	3	0	4	1	2	0	0	0	0	0	0	0	1	2	6	1	1	4	1	2	1	1	0	18	23	0	0	14	1	0	0	1	0	1	1
OTU485	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0
OTU1078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
