R_AtSha16G	R_AtSha17G	R_AtSha18G	AtSha3G	Bulk1G	Bulk2G	Bulk3G	Bulk16G	Bulk17G	Bulk18G	AtLer17G	AtLer18G	AtSha16G	AtLer16G	AtSha17G	AtSha18G	AtLer4G	AtLer5G	AtLer6G	Bulk4G	Bulk5G	Bulk6G	R_AtLer5G	R_AtLer6G	AtLer34G	AtLer36G	AtSha34G	AtSha36G	R_AtLer34G	R_AtLer35G
OTU1197	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU408	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
OTU1017	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU566	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1434	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU985	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU933	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU144	0	0	0	0	0	0	0	1	0	0	0	3	66	14	121	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0
OTU1317	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU416	0	0	0	0	0	0	0	2	0	1	5	1	5	40	35	6	0	0	1	1	1	0	0	1	0	0	0	0	0	0
OTU725	0	0	0	0	0	0	0	1	0	0	0	0	0	6	3	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0
OTU1192	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU1138	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU424	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU903	0	0	0	0	0	0	0	4	0	3	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0
OTU302	0	0	0	0	0	0	0	1	0	0	1	1	2	6	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1431	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1010	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1394	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1258	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1326	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU1233	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1364	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU816	0	0	0	0	0	0	0	1	0	0	0	0	0	4	3	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU1363	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU522	0	0	0	0	0	0	0	1	0	0	0	0	0	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU858	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1157	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU617	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
OTU696	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU147	0	0	0	0	0	0	0	1	0	0	3	44	22	9	64	4	19	17	58	0	0	0	0	0	2	1	7	17	0	0
OTU822	0	0	0	0	0	0	0	3	0	0	2	0	0	5	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU752	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU590	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU729	0	0	0	0	0	0	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU494	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU964	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU627	0	0	0	0	0	0	0	10	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU637	0	0	0	0	0	0	0	3	0	0	0	0	0	3	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0
OTU924	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU626	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	2	0	3	1	0	1	0	0	1	0	1	1
OTU1060	0	0	0	0	0	0	0	2	1	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU941	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU418	0	0	0	0	0	0	0	2	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1050	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1310	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU417	0	0	0	0	0	0	0	2	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU859	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0
OTU1178	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU834	0	0	0	0	0	0	0	1	0	0	0	0	7	0	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU366	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	2	4	0	0	0	0	2
OTU407	0	0	0	0	0	0	0	1	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU1172	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU230	0	0	0	0	0	0	0	1	0	0	0	4	35	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU736	0	0	0	0	0	0	0	1	0	0	0	2	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1236	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1213	0	0	0	0	0	0	0	1	1	0	0	5	0	0	10	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1
OTU727	0	0	0	0	0	0	0	1	0	1	0	0	16	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1008	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU612	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU547	0	0	0	0	0	0	0	0	7	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU678	0	0	0	0	0	0	0	0	1	0	0	1	0	3	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1362	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1324	0	0	0	0	0	0	0	0	1	0	232	551	3	2	151	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU874	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU604	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU908	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU489	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU986	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU976	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU312	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU980	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU982	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU997	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0
OTU747	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
OTU1005	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU388	0	0	0	0	0	0	0	0	4	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU663	0	0	0	0	0	0	0	0	1	0	0	3	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1199	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1124	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU1416	0	0	0	0	0	0	0	0	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1386	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU591	0	0	0	0	0	0	0	0	1	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU525	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU841	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	1	0	0
OTU499	0	0	0	0	0	0	0	0	0	2	0	0	8	0	3	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0
OTU1267	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU217	0	0	0	0	0	0	0	0	0	1	4	4	18	11	14	6	0	5	14	0	2	0	0	0	0	1	1	0	0	0
OTU896	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU932	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1187	0	0	0	0	0	0	0	0	0	3	0	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU1331	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU519	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1265	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU158	0	0	0	0	0	0	0	0	0	59	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1119	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU123	0	0	0	0	0	0	0	0	0	1	38	2	0	26	5	114	0	0	0	0	0	0	0	1	43	0	1	0	0	0
OTU1428	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU322	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1295	0	0	0	0	0	0	0	0	0	1	2	0	3	0	3	1	1	0	3	0	0	0	2	0	0	0	0	0	0	0
OTU291	0	0	0	0	0	0	0	0	0	1	3	0	12	2	33	5	0	0	1	0	0	0	0	0	0	1	8	2	0	0
OTU978	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	1	3	0	0	0	0	0	0	0	0	0
OTU1198	0	0	0	0	0	0	0	0	0	1	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU782	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU570	0	0	0	0	0	0	0	0	0	1	2	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU823	0	0	0	0	0	0	0	0	0	2	0	0	3	0	2	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU1034	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1242	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU275	0	0	0	0	0	0	0	0	0	0	1	1	13	1	5	0	3	8	2	1	0	1	1	0	15	0	25	12	0	0
OTU371	0	0	0	0	0	0	0	0	0	0	11	34	3	2	0	19	0	0	0	0	0	0	0	0	2	0	2	1	0	0
OTU347	0	0	0	0	0	0	0	0	0	0	2	12	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
OTU1361	0	0	0	0	0	0	0	0	0	0	5	0	6	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU593	0	0	0	0	0	0	0	0	0	0	17	5	4	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU251	0	0	0	0	0	0	0	0	0	0	1	0	2	4	11	0	11	0	13	0	0	0	0	2	17	3	5	5	0	1
OTU945	0	0	0	0	0	0	0	0	0	0	1	1	5	0	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU311	0	0	0	0	0	0	0	0	0	0	15	5	11	9	36	0	1	1	4	0	0	0	0	0	0	0	6	0	0	0
OTU460	0	0	0	0	0	0	0	0	0	0	2	0	9	5	14	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU431	0	0	0	0	0	0	0	0	0	0	5	0	15	5	7	0	0	0	1	0	0	0	1	0	0	0	3	0	1	0
OTU551	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU137	0	0	0	0	0	0	0	0	0	0	9	4	8	3	25	8	0	1	22	0	0	0	0	0	9	1	3	5	0	0
OTU183	0	0	0	0	0	0	0	0	0	0	4	23	7	0	24	9	0	1	9	0	0	0	0	0	0	1	0	8	0	0
OTU913	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1209	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1185	0	0	0	0	0	0	0	0	0	0	4	0	7	33	15	0	14	6	11	0	0	0	0	0	0	0	8	1	0	0
OTU1341	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
OTU262	0	0	0	0	0	0	0	0	0	0	2	4	0	0	14	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU1424	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1103	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU865	0	0	0	0	0	0	0	0	0	0	2	1	10	3	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1418	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU1376	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0
OTU224	0	0	0	0	0	0	0	0	0	0	1	4	1	0	107	1	0	1	12	0	0	0	0	3	0	0	4	0	0	0
OTU1332	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1432	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU334	0	0	0	0	0	0	0	0	0	0	1	5	17	11	17	1	0	0	1	0	0	0	0	0	14	1	14	5	0	0
OTU421	0	0	0	0	0	0	0	0	0	0	1	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU579	0	0	0	0	0	0	0	0	0	0	3	36	0	0	3	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU745	0	0	0	0	0	0	0	0	0	0	1	0	6	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU437	0	0	0	0	0	0	0	0	0	0	1	3	2	4	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1037	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	13	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU735	0	0	0	0	0	0	0	0	0	0	1	1	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1047	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU552	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0
OTU1117	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0
OTU1064	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU733	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU546	0	0	0	0	0	0	0	0	0	0	0	3	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU403	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	7	9	3	0	1	1	0	0	0	0	0	0	0	0	0
OTU1420	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU971	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	3	0	0	0	2	0	0	0	0	0	1	0	0	0
OTU710	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU1200	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU398	0	0	0	0	0	0	0	0	0	0	0	16	5	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1134	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU973	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
OTU1150	0	0	0	0	0	0	0	0	0	0	0	2	2	2	5	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0
OTU793	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU796	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU310	0	0	0	0	0	0	0	0	0	0	0	6	8	3	5	7	0	0	6	0	0	0	0	0	0	0	0	4	0	0
OTU1369	0	0	0	0	0	0	0	0	0	0	0	1	8	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU1334	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU772	0	0	0	0	0	0	0	0	0	0	0	1	9	3	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
OTU869	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1214	0	0	0	0	0	0	0	0	0	0	0	2	4	5	8	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0
OTU1152	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU537	0	0	0	0	0	0	0	0	0	0	0	2	4	0	7	3	1	0	0	0	0	0	1	0	0	1	1	0	0	0
OTU508	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU622	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3
OTU1417	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU361	0	0	0	0	0	0	0	0	0	0	0	1	4	1	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU523	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU830	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
OTU548	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
OTU606	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	1	0	1	0	0	0	0	1	7	0	0	0	0	0
OTU1002	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1048	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU738	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1001	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU967	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU392	0	0	0	0	0	0	0	0	0	0	0	4	1	5	5	2	0	1	0	0	0	0	0	0	1	0	0	13	0	0
OTU969	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU1371	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	4	0	0	0	0	0	0	0	0	0
OTU1408	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU726	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU1140	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0
OTU776	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU634	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU554	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU1407	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1274	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1338	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU734	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU698	0	0	0	0	0	0	0	0	0	0	0	0	3	4	6	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0
OTU264	0	0	0	0	0	0	0	0	0	0	0	0	10	2	4	1	0	0	0	0	0	0	0	1	20	0	4	3	1	0
OTU665	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU501	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU241	0	0	0	0	0	0	0	0	0	0	0	0	7	19	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU1106	0	0	0	0	0	0	0	0	0	0	0	0	19	0	6	8	1	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU935	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU895	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1142	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU890	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU502	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU907	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU481	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU877	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0
OTU1387	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1151	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1292	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU800	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
